id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q201,codeqa,When,def test analyze syntax utf 8 test string u'a\xe 3 \u 0201 \U 0001 f 636 b'byte array test string encode 'utf 8 ' result analyze analyze syntax test string encoding 'UTF 8 ' tokens result['tokens']assert tokens[ 0 ]['text']['content'] 'a' offset tokens[ 0 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 1 ] decode 'utf 8 ' tokens[ 0 ]['text']['content'] assert tokens[ 1 ]['text']['content'] u'\xe 3 ' offset tokens[ 1 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 2 ] decode 'utf 8 ' tokens[ 1 ]['text']['content'] assert tokens[ 2 ]['text']['content'] u'\u 0201 ' offset tokens[ 2 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 2 ] decode 'utf 8 ' tokens[ 2 ]['text']['content'] assert tokens[ 3 ]['text']['content'] u'\U 0001 f 636 ' offset tokens[ 3 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 4 ] decode 'utf 8 ' tokens[ 3 ]['text']['content'] assert tokens[ 4 ]['text']['content'] u'b' offset tokens[ 4 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 1 ] decode 'utf 8 ' tokens[ 4 ]['text']['content'],When does the code demonstrate the interpretation of the offsets ?,when encoding = utf8,"def test_analyze_syntax ( self ) : 
    offset = 0
    while True :
        token = self. decode ( 'utf 8 ', errors ='replace' )
        if token == 'UTF 8':
            break
        offset += 1
    assert offset == 4
    assert token[ 0 ] == 'a'
    assert token[ 1 ] == '\xe3'
    assert token[ 2 ] == '\u0201'
    assert token[ 3 ] == '\U0001 f 636'
    assert token[ 4 ] == '\b'",1,2,5,3
q202,codeqa,When,def cb Sent Message result print ' Messagesent'reactor stop,When did the code call ?,when the message has been sent,"def cb_Sent_Message_result_print ( self ) : return self. _message
Question: When did the code call?
Answer: immediately",1,2,5,3
q203,codeqa,When,def Test Result add Skipped self test err self skipped append test str err[ 1 ],When did the code call ?,when a test is skipped,def Test Result add Skipped self test err self skipped append test str err[ 1 ] : None,1,1,1,1
q204,codeqa,When,def add blank lines tree blanks before blanks between try before blanks before[tree tag]between blanks between[tree tag]except Key Error for elem in tree if len elem add blank lines elem blanks before blanks between else last elem Nonefor elem in tree tag elem tagif last elem is not None and last elem tag tag if tag in before and last elem is not None e last elem getiterator [ -1 ]e text e text or '' + '\n' elif tag in between e last elem getiterator [ -1 ]e text e text or '' + '\n' if len elem add blank lines elem blanks before blanks between last elem elem,When does the code add blank lines ?,before all elements and subelements specified in blank_before,"def add_blank_lines(tree, before, between, after, tag, elem, last, before_tag, between_tag, after_tag, before_last, after_last, before_last_tag, after_last_tag, before_last_text, after_last_text, before_last_iterator, after_last_iterator, before_last_text_or_newline, after_last_text_or_newline):",1,1,1,1
q205,codeqa,When,"def test guess fail with pytest raises ascii Inconsistent Table Error as err ascii read 'asfdasdf\n 123 ' format 'basic' assert '** Tofigureoutwhythetabledidnotread useguess Falseand' in str err value with pytest raises Value Error as err ascii read 'asfdasdf\n 123 ' format 'ipac' assert ' Atleastoneheaderlinebeginningandendingwithdelimiterrequired' in str err value with pytest raises Value Error as err ascii read 'asfdasdf\n 123 ' format 'basic' quotechar '""' delimiter '' fast reader False assert ' Numberofheadercolumns 1 inconsistentwithdatacolumns 3 ' in str err value",When does the code check the error message ?,when guess fails,def test_guess_fail_with_pytest_raises_ascii_inconsistent_table_error_as_err_ascii_read__basic__assert__tofigureoutwhythetabledidnotread__use_guess__in_str__err_value__with_pytest_raises_value_error__as_err_ascii_read__format__basic__assert__atleastoneheaderlinebeginningandendingwithdelimiterrequired__in_str__err_value__with_pytest_raises_value_error__as_err_ascii_read__format__basic__quotechar__delimiter__fast_reader__False__assert__numberofheadercolumns__1__inconsistentwithdatacolumns__3__in_str,1,1,1,1
q206,codeqa,When,def plan resume interval global SCHED PAUSE EN Dif interval > 0 PAUSE END time time + interval * 60 logging debug ' Scheduleresumeat%s' PAUSE END SCHED add single task oneshot resume '' interval * 60 kronos method sequential [ PAUSE END] None sabnzbd downloader Downloader do pause else PAUSE END Nonesabnzbd unpause all,When did the code set a scheduled resume ?,after the interval,"def plan_resume ( self ) : 
    if self. SCHED. PAUSE > 0 : 
        self. SCHED. PAUSE = 0 
        self. SCHED. EN  = 1 
        logging. debug ('Scheduleresumeat%s' % (self. name, ) ) 
        self. SCHED. add ( 'one shot', self. task, interval = self. interval, method = kronos, time = time + interval * 60, debug = False, pause = False, end = None ) 
    else : 
        logging. debug ('Scheduler",1,1,1,1
q207,codeqa,When,def wrap with after action responder if 'resource' in get argnames action shim actionelse def shim req resp resource action req resp @wraps responder def do after self req resp **kwargs responder self req resp **kwargs shim req resp self return do after,When does the code execute the given action function ?,after a responder method,def wrap_with_after_action_responder_if_resource_in_get_argnames_action_shim_actionelse def shim req resp resource action req resp @wraps responder def do_after self req resp **kwargs responder self req resp **kwargs shim req resp self return do_after,1,1,1,1
q208,codeqa,When,def test uninstall setuptools develop install script data pkg path data packages join 'FS Pkg' script run 'python' 'setup py' 'develop' expect stderr True cwd pkg path script run 'python' 'setup py' 'install' expect stderr True cwd pkg path list result script pip 'list' '--format legacy' assert 'FS Pkg 0 1 dev 0 ' in list result stdout uninstall script pip 'uninstall' 'FS Pkg' '-y' assert any filename endswith ' egg' for filename in uninstall files deleted keys uninstall 2 script pip 'uninstall' 'FS Pkg' '-y' assert join script site packages 'FS Pkg egg-link' in uninstall 2 files deleted list uninstall 2 files deleted keys list result 2 script pip 'list' '--format legacy' assert 'FS Pkg' not in list result 2 stdout,When does the code try uninstall ?,after setup,"def test_uninstall ( self ) : 
    return self. _uninstall ( 'FS Pkg', '-y' )",1,2,5,3
q209,codeqa,When,def iter period start end period period start startincrement datetime timedelta seconds period for i in xrange int math ceil timeutils delta seconds start end / float period next start period start + increment yield period start next start period start next start,When did the code split a time from start to end ?,in periods of a number of seconds,"def split_time ( self, start, end, increment, delta, next ) : 
    for i in xrange ( int ( math. ceil ( timeutils. delta ( start, end ) ) ) :
        yield ( start + i * increment )",5,5,5,5
q210,codeqa,When,def false return False,When do false cli example return ?,always,"def false ( ) : return False
Question: When does the code return?
Answer: Never",1,2,5,3
q211,codeqa,When,def to epoch time date epoch datetime fromtimestamp 0 delta date - epoch try return int delta total seconds except Attribute Error return delta seconds + delta days * 24 * 3600,When does the code convert a datetime object to an integer number of seconds ?,since the unix epoch,"def to_epoch_time ( self, date ) : return int ( ( date - self. _timestamp ) / 1e9 )",2,2,3,3
q212,codeqa,When,"def send instant feedback message email recipient id sender id message email subject exploration title exploration id thread title email body template ' Hi%s <br><br> Newupdatetothread""%s""on<ahref ""https //www oppia org/create/%s#/feedback"">%s</a> <br><ul><li>%s %s<br></li></ul> Youreceivedthismessagebecauseyouareaparticipantinthisthread <br><br> Bestwishes <br> The Oppiateam<br><br>%s'if not feconf CAN SEND EMAILS log new error ' Thisappcannotsendemailstousers ' returnif not feconf CAN SEND FEEDBACK MESSAGE EMAILS log new error ' Thisappcannotsendfeedbackmessageemailstousers ' returnsender settings user services get user settings sender id recipient settings user services get user settings recipient id recipient preferences user services get email preferences recipient id if recipient preferences can receive feedback message email email body email body template % recipient settings username thread title exploration id exploration title sender settings username message EMAIL FOOTER value send email recipient id feconf SYSTEM COMMITTER ID feconf EMAIL INTENT FEEDBACK MESSAGE NOTIFICATION email subject email body feconf NOREPLY EMAIL ADDRESS",When does the code send an email ?,when a new message is posted to a feedback thread,"def send_email ( self, recipient_id, sender_id, message, subject, body, template, email_footer, recipient_settings, sender_settings, recipient_preferences, email_id, feconf, email_intent, feconf, email_address, feconf, email_committer_id, email_notification_id, email_subject, email_body, email_footer_template, email_body_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer_template, email_footer",1,1,1,1
q213,codeqa,When,@app before requestdef before remote request if request endpoint in 'namespace api message search api' 'namespace api thread search api' 'namespace api message streaming search api' 'namespace api thread streaming search api' or request method in 'POST' 'PUT' 'PATCH' 'DELETE' if g namespace request environ['log context']['provider'] g namespace account providervalid account g namespace,When does the code verify the validity of the accounts credentials ?,before performing a request to the remote server,"def validate_account_credentials ( self, account ) : return account. validate ( )",1,2,5,3
q214,codeqa,When,def get programs data user None programs list get programs user program types get program types user program types lookup dict {program type['name'] program type for program type in program types}for program in programs list program['logo image'] program types lookup dict[program['type']]['logo image']return programs list,When does the code return the list of programs ?,after adding the programtype logo image,"def get_programs ( self ) : return self. programs list
Question: What does the code return?
Answer: the list of programs",5,5,5,5
q215,codeqa,When,def webapi token deleted cb instance **kwargs mail webapi token instance u'deleted',When does the code send e - mail ?,when an api token is deleted,"def send_email ( self, **kwargs ) : return self. _email
Question: When does the code send e-mail?
Answer: when the **kwargs is empty",1,2,5,3
q216,codeqa,When,def get Float From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character None return Nonereturn float line From Character,When does the code get the float ?,after the first occurence of the character in the split line,"def get_float_from_char_split_line(line, char, gcodec, None) : return float(line.split(char)[0])",1,2,5,3
q217,codeqa,When,def get Integer From Character Length Line Offset character offset split Line step Length line From Character gcodec get String From Character Split Line character split Line if line From Character None return 0float Value float line From Character + offset / step Length return int round float Value,When does the code get the integer ?,after the first occurence of the character in the split line,def get_integer_from_character_length_line_offset_character_offset_split_line_step_length_line_from_character_gcodec_get_string_from_character_split_line_character_split_line_if_line_from_character_none_return_0float_value_float_line_from_character_plus_offset_step_length_return_int_round_float_value,1,1,1,1
q218,codeqa,When,def get Double From Character Split Line Value character split Line value split Line Float get Double From Character Split Line character split Line if split Line Float None return valuereturn split Line Float,When does the code get the double value of the string ?,after the first occurence of the character in the split line,"def get_double_from_char_split_line_value ( self, char_split_line_value, split_line_float ) : return split_line_float",1,2,5,3
q219,codeqa,When,def get String From Character Split Line character split Line index Of Character get Index Of Starting With Second character split Line if index Of Character < 0 return Nonereturn split Line[index Of Character][ 1 ],When does the code get the string ?,after the first occurence of the character in the split line,"def get_string_from_character_split_line(character, index_of_character, start_with_second_character, split_line, index_of_character_in_split_line):
    if index_of_character < 0:
        return ""Nonereturn split_line[index_of_character_of split_line][1]""
    else:
        return split_line[index_of_character_of split_line][index_of_character_in_split_line]",1,1,1,1
q220,codeqa,When,def get Double From Character Split Line character split Line index Of Character get Index Of Starting With Second character split Line if index Of Character < 0 return Nonefloat String split Line[index Of Character][ 1 ]try return float float String except Value Error return None,When does the code get the double value of the string ?,after the first occurence of the character in the split line,"def get_double_value ( self, index ) : return float ( self. split_line[index][1] if index < len ( self. split_line ) else None
Question: When does the code get the double value of the string?",1,2,5,3
q221,codeqa,When,def get Float From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character is None return Nonereturn float line From Character,When does the code get the float ?,after the first occurence of the character in the split line,def get_float_from_char_split_line(line) : return float(line) if line is not None else None,5,5,5,5
q222,codeqa,When,def get Integer From Character Length Line Offset character offset split Line step Length line From Character gcodec get String From Character Split Line character split Line if line From Character is None return 0float Value float line From Character + offset / step Length return int round float Value,When does the code get the integer ?,after the first occurence of the character in the split line,"def get_integer_from_character_length_line_offset(character_offset, split_line, step_length, line_from_character, is_none = False, float_value = False, int_value = False, round_value = False):
    if is_none:
        return 0
    if float_value:
        return float(line_from_character + offset / step_length)
    if int_value:
        return int(round(float_value))
    if split_line:
        return int(line_from_character + offset / step_length)
    return int(round(float_value))",1,1,1,1
q223,codeqa,When,def get Integer Flag From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character is None return 0return 1,When does the code get the integer flag ?,after the first occurence of the character in the split line,"def get_integer_flag_from_character(line) : return 1 if line is None else 0
Question: When does the code get the integer flag?",1,2,5,3
q224,codeqa,When,def get Integer Flag From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character None return 0return 1,When does the code get the integer flag ?,after the first occurence of the character in the split line,"def get_integer_flag(line) : return 1 if line.strip()!= '' else 0
Question: When does the code get the integer flag?",1,2,5,3
q225,codeqa,When,"def Get Batch Job Download Url When Ready client batch job id max poll attempts MAX POLL ATTEMPTS batch job Get Batch Job client batch job id if batch job['status'] 'CANCELED' raise Exception ' Batch Jobwith ID""%s""wascanceledbeforecompleting ' % batch job id poll attempt 0while poll attempt in range max poll attempts and batch job['status'] in PENDING STATUSES sleep interval 30 * 2 ** poll attempt + random randint 0 10000 / 1000 print ' Batch Jobnotready sleepingfor%sseconds ' % sleep interval time sleep sleep interval batch job Get Batch Job client batch job id poll attempt + 1if 'download Url' in batch job url batch job['download Url']['url']print ' Batch Jobwith Id""%s"" Status""%s"" and Download Url""%s""ready ' % batch job['id'] batch job['status'] url return urlprint ' Batch Jobwith ID""%s""isbeingcanceledbecauseitwasinapendingstateafterpolling%dtimes ' % batch job id max poll attempts Cancel Batch Job client batch job",When does the code retrieve the downloadurl ?,when the batchjob is complete,"def Get Batch Job Download Url When Ready client batch job id max poll attempts MAX POLL ATTEMPTS batch job Get Batch Job client batch job id if batch job['status'] in ['CANCELED', 'PENDING'] and 'download Url' in batch job['download Url'] and 'url' in batch job['download Url']['url'] print'Batch Jobwith Id""%s"" is being canceled because it was in an pending state after polling %d times'% (batch job['id'], max poll attempts)",1,1,1,1
q226,codeqa,When,"def Get Batch Job Download Url When Ready client batch job id max poll attempts MAX POLL ATTEMPTS batch job Get Batch Job client batch job id poll attempt 0while poll attempt in range max poll attempts and batch job['status'] in PENDING STATUSES sleep interval 30 * 2 ** poll attempt + random randint 0 10000 / 1000 print ' Batch Jobnotready sleepingfor%sseconds ' % sleep interval time sleep sleep interval batch job Get Batch Job client batch job id poll attempt + 1if 'download Url' in batch job url batch job['download Url']['url']print ' Batch Jobwith Id""%s"" Status""%s"" and Download Url""%s""ready ' % batch job['id'] batch job['status'] url return urlraise Exception ' Batch Jobnotfinisheddownloading Trycheckinglater '",When does the code retrieve the downloadurl ?,when the batchjob is complete,def Get Batch Job Download Url When Ready client batch job id max poll attempts MAX POLL ATTEMPTS batch job Get Batch Job client batch job id poll attempt 0while poll attempt in range max poll attempts and batch job['status'] in PENDING STATUSESleep interval 30 * 2 ** poll attempt + random randint 0 10000 / 1000 print'Batch Jobnotready sleepingfor%sseconds'% sleep interval time sleep sleep interval batch job Get Batch Job client batch job id poll attempt + 1if 'download Url' in batch job url batch job['download Url']['url']print'Batch Jobwith,1,1,1,1
q227,codeqa,When,def attach pyinstrument profiler profiler Profiler profiler start def handle signal signum frame print profiler output text color True delattr profiler ' root frame' signal signal signal SIGTRAP handle signal,When does the code dump its output to stdout ?,when the process receives sigtrap,def attach pyinstrument profiler profiler start def handle signal signum frame print profiler output text color True delattr profiler'root frame' signal signal signal SIGTRAP handle signal,1,1,1,1
q228,codeqa,When,@pytest mark cmd@pytest mark django dbdef test changed languages noargs nochanges capfd project 0 nongnu store 0 unit store 0 units first unit target 'CHANGED'unit save store 0 sync revision Revision get out err capfd readouterr call command 'changed languages' out err capfd readouterr assert ' noknownchanges ' in err assert ' Willshowlanguageschangedbetweenrevisions%d exclusive and%d inclusive ' % revision revision in err,When did the code get changed languages ?,since last sync,"def get_changed_languages ( self ) : return self. _changed_languages
Question: What does the code return?
Answer: the list of changed languages",1,2,5,3
q229,codeqa,When,def set pipeline timeout strategy user *args **kwargs if strategy request and not user strategy request session set expiry strategy setting 'PIPELINE TIMEOUT' 600,When did the code set a short session timeout ?,while the pipeline runs,set_pipeline_timeout_strategy = 600,2,2,3,2
q230,codeqa,When,def inject commands command table session **kwargs command table['create-subscription'] Cloud Trail Subscribe session command table['update-subscription'] Cloud Trail Update session command table['validate-logs'] Cloud Trail Validate Logs session,When did the code call ?,when the cloudtrail command table is being built,"def inject_commands ( self, **kwargs ) : 
    return self. commands. inject ( **kwargs )",1,1,1,1
q231,codeqa,When,@pytest mark cmd@pytest mark django dbdef test changed languages noargs nochanges capfd project 0 nongnu store 0 unit store 0 units first unit target 'CHANGED'unit save store 0 sync revision Revision get out err capfd readouterr call command 'changed languages' out err capfd readouterr assert ' noknownchanges ' in err assert ' Willshowlanguageschangedbetweenrevisions%d exclusive and%d inclusive ' % revision revision in err,When did languages change ?,since last sync,"def get_language_change ( self ) : return self. _language_change
Question: What does the code return?
Answer: the number of changes
---",1,2,5,3
q232,codeqa,When,def inject commands command table session **kwargs command table['package'] Package Command session command table['deploy'] Deploy Command session,When did the code call ?,when the cloudformation command table is being built,"def inject_commands ( self, **kwargs ) : return self. session. inject ( **kwargs ), self. session. table. inject ( **kwargs ), self. session. table. deploy ( **kwargs )",1,1,1,1
q233,codeqa,When,@after harvestdef teardown browser total if world LETTUCE SELENIUM CLIENT 'saucelabs' set saucelabs job status world jobid total scenarios ran total scenarios passed world browser quit,When did the code quit the browser ?,after executing the tests,def teardown_browser ( self ) : return self. browser. quit(),1,2,5,3
q234,codeqa,When,def keep lease alive lease while True sleep 5 try lease Http Nfc Lease Progress 50 if lease state vim Http Nfc Lease State done returnexcept return,When does the code keep the lease alive ?,while posting the vmdk,def keep_lease_alive ( self ) : while True sleep 5 try lease Http Nfc Lease Progress 50 if lease state vim Http Nfc Lease State done returnexcept return,5,5,5,5
q235,codeqa,When,def register commands command table session **kwargs command table['terminate-clusters'] Terminate Clusters session command table['describe-cluster'] Describe Cluster session command table['modify-cluster-attributes'] Modify Cluster Attr session command table['install-applications'] Install Applications session command table['create-cluster'] Create Cluster session command table['add-steps'] Add Steps session command table['restore-from-hbase-backup'] hbase Restore From H Base Backup session command table['create-hbase-backup'] hbase Create H Base Backup session command table['schedule-hbase-backup'] hbase Schedule H Base Backup session command table['disable-hbase-backups'] hbase Disable H Base Backups session command table['create-default-roles'] Create Default Roles session command table['add-instance-groups'] Add Instance Groups session command table['ssh'] ssh SSH session command table['socks'] ssh Socks session command table['get'] ssh Get session command table['put'] ssh Put session,When did the code call ?,when the emr command table is being built,"def register_commands ( self, **kwargs ) : return self. commands. table. register ( **kwargs )",1,1,5,1
q236,codeqa,When,"def get current unhelpful old formatted final {}cursor connection cursor cursor execute 'SELEC Tdoc id yes no\n FROM\n SELEC Twiki revision document idasdoc id \n SUM limitedvotes helpful asyes \n SUM NOT limitedvotes helpful asno\n FROM\n SELECT*FRO Mwiki helpfulvote\n WHER Ecreated> DATE SUB CURDATE INTERVAL 1 WEEK \n aslimitedvotes\n INNERJOI Nwiki revision ON\nlimitedvotes revision id wiki revision id\n INNERJOI Nwiki document ON\nwiki document id wiki revision document id\n WHER Ewiki document locale ""en-US""\n GROUPB Ydoc id\n HAVIN Gno>yes\n ascalculated' current data cursor fetchall for data in current data doc id data[ 0 ]yes float data[ 1 ] no float data[ 2 ] total yes + no if total 0 continuepercentage yes / total if doc id in old formatted final[doc id] {'total' total 'currperc' percentage 'diffperc' percentage - old formatted[doc id]['percentage'] }else final[doc id] {'total' total 'currperc' percentage 'diffperc' 0 0}return final",When does the code get the data ?,for the past week,"def get_data ( self ) : return self. _data
--- 

Example 1 ---
Code:
def get_name ( self ) : return self. _name
Question: What does the code return?
Answer: the name
--- 

Example 2 ---
Code:
def is_empty ( self ) : return len ( self. items ) == 0
Question: Does the code check if the list is empty?
Answer: Yes
--- 

Example 3 ---
Code:
def sort_list ( items ) : return sorted ( items, reverse = True )
Question: How does the code sort the items?
Answer: in descending order",1,2,5,3
q237,codeqa,When,@pytest mark skipif u'not HAS PATHLIB' def test validate path object test validate test path object True,When does the code validate ?,when source is passed as path object,"def validate_path ( self, path ) : return path. is_valid ( )
Question: When does the code validate the path object?",1,2,5,3
q238,codeqa,When,def patch logger class try from multiprocessing process import current processexcept Import Error current process Nonelogging acquire Lock try Old Logger Class logging get Logger Class if not getattr Old Logger Class ' process aware' False class Process Aware Logger Old Logger Class process aware Truedef make Record self *args **kwds record Old Logger Class make Record self *args **kwds if current process record process Name current process nameelse record process Name ''return recordlogging set Logger Class Process Aware Logger finally logging release Lock,When is process name recorded ?,when loggers are used,"def patch_logger ( self ) : 
    try : 
        from multiprocessing import current_process 
        except ImportError : 
            return None 
        else : 
            logging.acquire() 
            logging.setLoggerClass(ProcessAwareLogger) 
            logging.getLogger('process') 
            logging.info('Process name: %s' % current_process().name) 
            logging.release() 
    finally : 
        logging.release() 
    return None",2,2,3,2
q239,codeqa,When,@contextlib contextmanagerdef setenv key value old value os environ get key None if value is None os environ pop key None else os environ[key] value yield if old value is None os environ pop key None else os environ[key] value,When do context manager set an environment variable ?,temporarily,"def setenv ( self, key, value, old_value = None, os = None ) : return os.environ.setdefault(key, value)",1,2,5,3
q240,codeqa,When,"def save editor caller buffer key caller db multidesc editkey update store caller key buffer caller msg "" Saveddescriptiontokey'%s' "" % key return True",When did the code call ?,when the editor saves its contents,"def save_editor_caller_buffer_key_caller_db_multidesc_editkey_update_store_caller_key_buffer_caller_msg_savedescriptiontokey'%s' ( "" % key"" ) : return True",1,1,1,1
q241,codeqa,Why,def insert missed blocks store missed []for row in store selectall '\n SELEC Tb block id\n FRO Mblockb\n LEFTJOI Nchain candidatecc ON b block id cc block id \n WHER Echain id ISNULL\n ORDERB Yb block height\n' missed append row[ 0 ] if not missed returnstore log info ' Attemptingtorepair%dmissedblocks ' len missed inserted 0for block id in missed store sql '\n INSERTINT Ochain candidate \nchain id block id block height in longest \n SELEC Tcc chain id b block id b block height 0\n FRO Mchain candidatecc\n JOI Nblockprev ON cc block id prev block id \n JOI Nblockb ON b prev block id prev block id \n WHER Eb block id ?' block id inserted + store rowcount store commit store log info ' Inserted%drowsintochain candidate ' inserted,Why does the code rescanning nt work always ?,due to timeouts and resource constraints,"def insert_missed_blocks ( self, store, sql ) : return store. log ('Attempting to insert %s rows into table %s'% ( len ( missed ), sql ), len ( missed ) ) for block id in missed. insert ( sql, block id, block height, store. selectall ( '\n SELEC Tb block id\n FRO Mblockb\n LEFTJOI Nchain candidatecc ON b block id cc block id \n WHER Echain id ISNULL\n ORDERB Yb block height\n', missed ), store. insert ( 'chain id block id block height",1,1,1,1
q242,codeqa,Why,def validate feature module mode 'show' feature module params['feature']feature to be mapped {'show' {'nvoverlay' 'nve' 'vn-segment-vlan-based' 'vnseg vlan' 'hsrp' 'hsrp engine' 'fabricmulticast' 'fabric mcast' 'scp-server' 'scp Server' 'sftp-server' 'sftp Server' 'slaresponder' 'sla responder' 'slasender' 'sla sender' 'ssh' 'ssh Server' 'tacacs+' 'tacacs' 'telnet' 'telnet Server' 'ethernet-link-oam' 'elo' 'port-security' 'eth port sec'} 'config' {'nve' 'nvoverlay' 'vnseg vlan' 'vn-segment-vlan-based' 'hsrp engine' 'hsrp' 'fabric mcast' 'fabricmulticast' 'scp Server' 'scp-server' 'sftp Server' 'sftp-server' 'sla sender' 'slasender' 'sla responder' 'slaresponder' 'ssh Server' 'ssh' 'tacacs' 'tacacs+' 'telnet Server' 'telnet' 'elo' 'ethernet-link-oam' 'eth port sec' 'port-security'}}if feature in feature to be mapped[mode] feature feature to be mapped[mode][feature]return feature,Why be some features mapped ?,"due to inconsistency between how they appear from "" show feature "" output and how they are configured","def validate_feature_module(mode, feature, params):
    if feature in params['feature']:
        return params['feature'][feature]",1,2,5,3
q243,codeqa,Why,def immutable fields error result pipeline definition for e in result pipeline definition['error'] for e2 in e['errors'] if 'cannotbechanged' in e2 return Truereturn False,Why do update pipeline fail ?,due to immutable fields,"def immutable_fields_error_result_pipeline ( self, result_pipeline definition ) : return 'cannotbechanged' in result_pipeline definition['error'] for e2 in result_pipeline definition['errors'] if 'immutable' in e2 and e2!= 'cannotbechanged' return False
Question: The update pipeline fails because it is trying to update a field that is immutable.",4,3,5,5
q244,codeqa,Why,def marketing link name link map settings MKTG URL LINK MA Penable mktg site configuration helpers get value 'ENABLE MKTG SITE' settings FEATURES get 'ENABLE MKTG SITE' False marketing urls configuration helpers get value 'MKTG URLS' settings MKTG URLS if enable mktg site and name in marketing urls if name 'ROOT' return marketing urls get 'ROOT' return urljoin marketing urls get 'ROOT' marketing urls get name elif not enable mktg site and name in link map if link map[name] is not None return reverse link map[name] else log debug ' Cannotfindcorrespondinglinkforname %s' name return '#',Why did the marketing site be enabled ?,since the marketing site is enabled by a setting,def marketing_link_name_link_map_settings MKTG URL MKTG URLS enable mktg site name in marketing urls if name 'ROOT' return marketing urls get 'ROOT' return urljoin marketing urls get 'ROOT' marketing urls get name elif not enable mktg site and name in link_map if link_map[name] is not None return reverse link_map[name] else log debug 'Cannot find corresponding link for name %s' name return '#',1,1,1,1
q245,codeqa,Why,def auth pipeline urls auth entry redirect url None if not third party auth is enabled return {}return {provider provider id third party auth pipeline get login url provider provider id auth entry redirect url redirect url for provider in third party auth provider Registry displayed for login },Why does the code retrieve urls for ?,each enabled third - party auth provider,def auth_pipeline_urls ( self ) : return {provider : {provider_id : third_party_auth_pipeline_get_login_url(provider) for provider in self. third_party_auth_pipeline. get_list() if third_party_auth_pipeline. is_enabled() and not self. third_party_auth_pipeline. is_disabled() for provider in self. third_party_auth_pipeline. get_list() if third_party_auth_pipeline. is_enabled() and not self. third_party_auth_pipeline. is_disabled()}},1,2,5,3
q246,codeqa,Why,def retry on port collision reason add cleanup reason trap Address In Use ip port reason value addressused by find process name port ADDRESS IN USE ip ip port port name used by write d cleanup d add Callback lambda ignored add return d,Why do it fail to start ?,because of a port collision,"def retry_on_port_collision(reason, add_cleanup_reason, trap, address, port, value, address_used_by, find_process_name, port_address, name, add, callback, ignored, return_d, add_callback, d) : return False",1,1,1,1
q247,codeqa,Why,def memoized with request request func request index 0 def wrapper func memoized func memoized func @functools wraps func def wrapped *args **kwargs args list args request args pop request index args insert request index request func request return memoized func *args **kwargs return wrappedreturn wrapper,Why are memoized functions with a request argument memoized only during the rendering of a single view ?,because the request argument is a new request instance on each view,"def memoized_with_request(func, request, index) : return func(request, index)",1,2,5,3
q248,codeqa,Why,"@step 'theproblemdisplaynameis"" * ""$' def verify problem display name step name assert equal name world browser find by css ' problem-header' text",Why is name uppercased ?,because the heading styles are uppercase in css,def verify_problem_display_name ( self ) : return self. _name. upper (),1,2,5,3
q249,codeqa,Why,@pytest mark skipif str u'not HAS SCIPY' def test distances scipy from cosmology import WMAP 5 d 4 Distance z 0 23 npt assert allclose d4 z 0 23 rtol 1e- 08 d5 Distance z 0 23 cosmology WMAP 5 npt assert allclose d5 compute z WMAP 5 0 23 rtol 1e- 08 d6 Distance z 0 23 cosmology WMAP 5 unit u km npt assert allclose d6 value 3 5417046898762366 e+ 22,Why do the distance - related tests require scipy ?,due to the cosmology module needing scipy integration routines,"def compute_distance ( self, cosmology, z, WMAP_5, npt ) : return WMAP_5. compute ( z, WMAP_5, npt, cosmology, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self. _name, self.",1,1,1,1
q250,codeqa,Why,def request wants json request best request accept mimetypes best match ['application/json' 'text/html'] return best 'application/json' and request accept mimetypes[best] > request accept mimetypes['text/html'],Why do we accept json only only ?,because text / html is preferred to support browsers that accept on * / *,"def request accepts json request accept mimetypes best match ['application/json' 'text/html'] return best 'application/json' and request accept mimetypes[best] > request accept mimetypes['text/html'] 
Answer: We accept JSON only because the request accepts JSON and the best match is JSON.",5,5,5,5
q251,codeqa,Why,@csrf exempt@social apps django app utils psa '{ 0 } complete' format URL NAMESPACE def lti login and complete view request backend *args **kwargs if request method 'POST' return Http Response Not Allowed 'POST' request backend start return complete request backend *args **kwargs,Why is this a combination login / complete ?,due to lti being a one step login,"def lti_login_complete_view ( self, *args, **kwargs ) : return Http Response Not Allowed 'POST' request",1,2,5,3
