id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q2183,codeqa,How,def killall greenlets exception Greenlet Exit block True timeout None greenlets list greenlets if not greenlets returnloop greenlets[ 0 ] loopif block waiter Waiter loop run callback killall 3 greenlets exception waiter t Timeout start new or dummy timeout try alive waiter get if alive joinall alive raise error False finally t cancel else loop run callback killall greenlets exception,How do all the greenlets terminate ?,forceably,None,1,1,1,1
q2192,codeqa,Where,def find eggs in zip importer path item only False if importer archive endswith ' whl' returnmetadata Egg Metadata importer if metadata has metadata 'PKG-INFO' yield Distribution from filename path item metadata metadata if only returnfor subitem in metadata resource listdir '/' if is unpacked egg subitem subpath os path join path item subitem for dist in find eggs in zip zipimport zipimporter subpath subpath yield dist,Where does the code find eggs ?,in zip files,/,1,1,1,1
q2199,codeqa,Where,def generic find constraint name table columns referenced db t sa Table table db metadata autoload True autoload with db engine for fk in t foreign key constraints if fk referred table name referenced and set fk column keys columns return fk name,Where do utility find a constraint name ?,in alembic migrations,table,1,1,1,1
q2202,codeqa,When,def get modified time storage name try modified time storage modified time name except OS Error return 0except Not Implemented Error return Noneif modified time and timezone is naive modified time if getattr settings 'USE TZ' False default timezone timezone get default timezone return timezone make aware modified time default timezone return modified time,When did the code modify from storage ?,time,None,1,1,1,1
q2217,codeqa,How,def purge vm dirs False disks get disks vm try if not stop vm return Falseexcept libvirt libvirt Error passdirectories set for disk in disks os remove disks[disk]['file'] directories add os path dirname disks[disk]['file'] if dirs for dir in directories shutil rmtree dir undefine vm return True,How do a virtual machine delete ?,recursively,it deletes,1,1,1,1
q2219,codeqa,How,def test cache deactivated remove data config stub tmpdir config stub data {'storage' {'cache-size' 1024 } 'general' {'private-browsing' True}}disk cache cache Disk Cache str tmpdir url Q Url 'http //www example com/' assert not disk cache remove url,How do some data remove from a deactivated cache ?,test,None,1,1,1,1
q2222,codeqa,Where,@mine command 'set' @click argument 'x' type float @click argument 'y' type float @click option 'ty' '--moored' flag value 'moored' default True help ' Moored anchored mine Default ' @click option 'ty' '--drifting' flag value 'drifting' help ' Driftingmine ' def mine set x y ty click echo ' Set%smineat%s %s' % ty x y,Where does a mine set ?,at a specific coordinate,Home,1,1,1,1
q2227,codeqa,For what purpose,@taskdef test travis osf ctx flake ctx jshint ctx test osf ctx test addons ctx test osf models ctx,For what purpose does the code run the code ?,to help travis go faster,test,1,1,1,1
q2228,codeqa,How,@taskdef test travis osf ctx flake ctx jshint ctx test osf ctx test addons ctx test osf models ctx,How do travis go ?,faster,travis,1,1,1,1
q2230,codeqa,How,def get disk type path if path startswith '/dev' return 'lvm'return images qemu img info path file format,By how much does the code retrieve disk type ?,for given file,None,1,1,1,1
q2231,codeqa,When,def time host None port None db None password None server connect host port db password return server time [0 ],When do the current server unix time return code ?,in seconds,server time,1,1,1,1
q2232,codeqa,How,@check job permissiondef job single logs request job offset LOG OFFSET BYTES def cmp exec time task 1 task 2 return cmp task 1 exec Start Time Ms task 2 exec Start Time Ms task Nonefailed tasks job filter tasks task states 'failed' failed tasks sort cmp exec time if failed tasks task failed tasks[ 0 ]if not task task Attempt Ids and len failed tasks > 1 task failed tasks[ 1 ]else task states ['running' 'succeeded']if job is mr 2 task states append 'scheduled' recent tasks job filter tasks task states task states task types 'map' 'reduce' recent tasks sort cmp exec time reverse True if recent tasks task recent tasks[ 0 ]if task is None or not task task Attempt Ids raise Popup Exception ' Notasksfoundforjob% id s ' % {'id' job job Id} params {'job' job job Id 'taskid' task task Id 'attemptid' task task Attempt Ids[ -1 ] 'offset' offset}return single task attempt logs request **params,How do the most useful task attempt detect ?,smartly,None,1,1,1,1
q2233,codeqa,How,def lock holders path zk hosts identifier None max concurrency 1 timeout None ephemeral lease False zk get zk conn zk hosts if path not in SEMAPHORE MAP SEMAPHORE MAP[path] Semaphore zk path identifier max leases max concurrency ephemeral lease ephemeral lease return SEMAPHORE MAP[path] lease holders,How did list order ?,un,None,1,1,1,1
q2235,codeqa,How,def lock holders path zk hosts identifier None max concurrency 1 timeout None ephemeral lease False zk get zk conn zk hosts if path not in SEMAPHORE MAP SEMAPHORE MAP[path] Semaphore zk path identifier max leases max concurrency ephemeral lease ephemeral lease return SEMAPHORE MAP[path] lease holders,How do an un - ordered list of lock holders path return ?,code,unordered,1,1,1,1
q2240,codeqa,When,def replace s old new maxsplit 0 return s replace old new maxsplit,When does the code replace ?,str,When,1,1,1,1
q2251,codeqa,Where,@require POST@login requireddef watch approved request product None if request LANGUAGE CODE not in settings SUMO LANGUAGES raise Http 404 kwargs {'locale' request LANGUAGE CODE}if product is not None kwargs['product'] product Approve Revision In Locale Event notify request user **kwargs statsd incr 'wiki watches approved' return Http Response,Where do approved revisions watch approved revisions ?,in a,Revisions,1,1,1,1
q2260,codeqa,When,@utils no 4byte paramsdef metadef namespace create context values session None session session or get session return metadef namespace api create context values session,When do it exist ?,already,None,1,1,1,1
q2261,codeqa,How,def test split pootle path assert split pootle path '' None None '' '' assert split pootle path '/projects/' None None '' '' assert split pootle path '/projects/tutorial/' None 'tutorial' '' '' assert split pootle path '/pt/tutorial/tutorial po' 'pt' 'tutorial' '' 'tutorial po' assert split pootle path '/pt/tutorial/foo/tutorial po' 'pt' 'tutorial' 'foo/' 'tutorial po',How are tests pootle path split ?,properly,split,1,1,1,1
q2271,codeqa,How,def set *args **kwargs raise salt exceptions Not Implemented,How did the yaml files edit ?,directly,None,1,1,1,1
q2275,codeqa,How,def deprecated func if callable func def new func *args **kwargs warnings simplefilter 'always' Deprecation Warning warnings warn ' Calltodeprecated{ 0 } ' format func name category Deprecation Warning stacklevel 2 warnings simplefilter 'default' Deprecation Warning return func *args **kwargs new func name func name new func doc func doc new func dict update func dict else raise Not Implemented Error return new func,How did functions mark ?,as deprecated,Returns,1,1,1,1
q2281,codeqa,How,def validate choice value choices if choices is not None and value not in choices names u' ' join repr c for c in choices raise Value Error u'mustbeoneof%s not%s ' % names value,How did the choices call in ?,normally,in,1,1,1,1
q2283,codeqa,When,def find undeclared variables ast codegen Tracking Code Generator ast environment codegen visit ast return codegen undeclared identifiers,When will all variables in the ast be looked from the context ?,at runtime,ast,1,1,1,1
q2285,codeqa,How,def recursive pickle top obj objs depth getter top obj objs sorted six itervalues objs key lambda val - val[ 0 ] val[ 2 ] for obj location in objs try pickle dump obj Bytes IO pickle HIGHEST PROTOCOL except Exception as err print obj print u' Failedtopickle%s \n Type %s Tracebackfollows ' % location type obj raise,How do all of the given objects subordinates pickle ?,recursively,None,1,1,1,1
q2293,codeqa,When,def cloudformation registry xml parent data region dict cloudformation region dict stacks cloudformation init xml parent data ' Cloud Formation Build Step' for stack in data cloudformation stack xml parent stack ' Post Build Stack Bean' stacks region dict,When do cloudformation create cloudformation stacks ?,before running a build,When,1,1,1,1
q2294,codeqa,For what purpose,@block user agents@require GE Tdef needs review request tag None tag obj tag and get object or 404 Review Tag name tag or None docs Document objects filter for review locale request LANGUAGE CODE tag tag obj paginated docs paginate request docs per page DOCUMENTS PER PAGE context {'documents' paginated docs 'count' docs count 'tag' tag obj 'tag name' tag}return render request 'wiki/list/needs review html' context,For what purpose did revisions flag ?,for review,None,1,1,1,1
q2297,codeqa,How,def b1 mapping char return u'' if stringprep in table b1 char else None,How are characters mapped to nothing ?,commonly,None,1,1,1,1
q2299,codeqa,When,def get Idle Delay **kwargs gsession G Settings user kwargs get 'user' schema 'org gnome desktop session' key 'idle-delay' return gsession get,When do the current idle delay setting return code ?,in seconds,idle delay,1,1,1,1
q2307,codeqa,For what purpose,def register func *targs **kargs if hasattr atexit 'unregister' atexit register func *targs **kargs else exithandlers append func targs kargs return func,For what purpose is targs - optional arguments to pass to func kargs - optional keyword arguments to pass to func func returned ?,to facilitate usage as a decorator,func,1,1,1,1
q2315,codeqa,For what purpose,@ define eventdef post execute pass,For what purpose is code executed ?,in response to user / frontend action,execute,1,1,1,1
q2321,codeqa,Where,def total seconds td if hasattr td 'total seconds' return td total seconds else return td days * 86400 + td seconds * 10 ** 6 + td microseconds / 10 0 ** 6,Where does implementation total_second ?,local,td,1,1,1,1
q2323,codeqa,Where,def traverse imports names pending [names]while pending node pending pop if node type token NAME yield node value elif node type syms dotted name yield '' join [ch value for ch in node children] elif node type syms dotted as name pending append node children[ 0 ] elif node type syms dotted as names pending extend node children[ -2 ] else raise Assertion Error 'unknownnodetype',Where did all the names import ?,in a dotted_as_names node,names,1,1,1,1
q2324,codeqa,When,def get cli body ssh command response module if 'xml' in response[ 0 ] body []else try body [json loads response[ 0 ] ]except Value Error module fail json msg ' Commanddoesnotsupport JSO Noutput' command command return body,When does the code get response ?,for when transport = cli,xml,1,1,1,1
q2325,codeqa,Where,def undeploy jboss config deployment log debug ' MODULEFUNCTION jboss 7 undeploy deployment %s' deployment command 'undeploy{deployment}' format deployment deployment return salt ['jboss 7 cli run command'] jboss config command,Where did properties specify ?,above,properties,1,1,1,1
q2326,codeqa,How,def deep annotate element annotations exclude None def clone elem if exclude and hasattr elem 'proxy set' and elem proxy set intersection exclude newelem elem clone elif annotations elem annotations newelem elem annotate annotations else newelem elemnewelem copy internals clone clone return newelemif element is not None element clone element return element,How did the give ?,clauseelement,clone,1,1,1,1
q2333,codeqa,Where,def reload module exclude 'sys' 'os path' 'builtins' ' main ' 'numpy' 'numpy globals' global found nowfor i in exclude found now[i] 1try with replace import hook deep import hook return deep reload hook module finally found now {},Where did all modules use ?,in the given module,module,1,1,1,1
q2336,codeqa,How,def update access token user graph profile try get profile user model or profile get instance for attribute user profile 'access token' if model or profile new token graph access token model or profile access token token message 'anew' if new token else 'thesame' logger info 'found%stoken%s' token message graph access token[ 10 ] if new token logger info 'accesstokenchanged updatingnow' model or profile update access token graph access token model or profile save model or profile extend access token,How does the access token update in the database ?,conditionally,None,1,1,1,1
q2337,codeqa,Where,def update access token user graph profile try get profile user model or profile get instance for attribute user profile 'access token' if model or profile new token graph access token model or profile access token token message 'anew' if new token else 'thesame' logger info 'found%stoken%s' token message graph access token[ 10 ] if new token logger info 'accesstokenchanged updatingnow' model or profile update access token graph access token model or profile save model or profile extend access token,Where does the access token update conditionally ?,in the database,graph,1,1,1,1
q2339,codeqa,When,def optimal Write Order while Metric Cache metric datapoints Metric Cache drain metric db File Exists state database exists metric if not db File Exists and CREATE BUCKET if CREATE BUCKET drain 1 yield metric datapoints db File Exists continue yield metric datapoints db File Exists,When does metrics with the most cached values generate ?,first,db File Exists,1,1,1,1
q2341,codeqa,For what purpose,def import Secedit Config infdata try d uuid uuid 4 hex t Sdbfile '{ 0 }\\{ 1 }' format salt ['config get'] 'cachedir' 'salt-secedit-import-{ 0 } sdb' format d t Inf File '{ 0 }\\{ 1 }' format salt ['config get'] 'cachedir' 'salt-secedit-config-{ 0 } inf' format d ret salt ['file remove'] t Sdbfile ret salt ['file remove'] t Inf File ret salt ['file touch'] t Inf File ret salt ['file append'] t Inf File infdata ret salt ['cmd run'] 'secedit/configure/db{ 0 }/cfg{ 1 }' format t Sdbfile t Inf File ret salt ['file remove'] t Sdbfile ret salt ['file remove'] t Inf File return Trueexcept Exception as e log debug 'erroroccurredwhiletryingtoimportseceditdata' return False,For what purpose do data write to a temp file ?,to,file,1,1,1,1
q2351,codeqa,How,@pick context manager readerdef flavor access get by flavor id context flavor id instance type id subq flavor get id from flavor query context flavor id access refs flavor access query context filter by instance type id instance type id subq all return access refs,How does the code get flavor access list ?,by flavor,None,1,1,1,1
q2354,codeqa,Where,@receiver Signal Handler course published def listen for course publish sender course key **kwargs Course Overview objects filter id course key delete Course Overview load from module store course key,Where has a course been published ?,in studio,Course Overview objects,1,1,1,1
q2355,codeqa,Where,def has perm user perm obj check get check user perm return user has perm perm or check and check obj,Where do a user have a permission ?,globally,user,1,1,1,1
q2356,codeqa,For what purpose,def translate syntax error error source None error source sourceerror translated Trueexc info error class error None filename error filenameif filename is None filename '<unknown>'return fake exc info exc info filename error lineno,For what purpose does the code rewrite a syntax error ?,to please traceback systems,"For what purpose does the code rewrite a syntax error?
rewrite",1,1,1,1
q2358,codeqa,When,def libvlc audio equalizer release p equalizer f Cfunctions get 'libvlc audio equalizer release' None or Cfunction 'libvlc audio equalizer release' 1 None None ctypes c void p return f p equalizer,When did equalizer instance create ?,previously,None,1,1,1,1
q2359,codeqa,For what purpose,def get result suite tag uuid tag suite runner constructor get runner constructor suite tag suite runner suite runner constructor uuid tag results suite runner run suite runner cleanup json result json dumps {constants Api Tags DATA {uuid tag {suite tag results}} constants Api Tags USER ID settings USER ID constants Api Tags APP ID settings APP ID constants Api Tags API KEY settings API KEY} logging debug json result return json result,For what purpose does the code get the results ?,for a test,result,1,1,1,1
q2370,codeqa,How,def join value arg try return arg join map smart string value except Attribute Error return value,How does the code join a list ?,with a string,None,1,1,1,1
q2372,codeqa,How,def load user config path get user config path config {}with open config path as f code compile f read config path 'exec' exec code in configkeys list six iterkeys config for k in keys if k startswith ' ' del config[k]return config,How did the code return it ?,as a dict,None,1,1,1,1
q2375,codeqa,How,def get loader cls loader return symbol by name loader LOADER ALIASES imp import from cwd,How does the code get loader class ?,by name / alias,None,1,1,1,1
q2377,codeqa,Where,def center value arg return value center int arg,Where does the value center ?,in a field of a given width,center,1,1,1,1
q2378,codeqa,When,def get attributes name region None key None keyid None profile None conn get conn region region key key keyid keyid profile profile if not conn return {}queue obj conn get queue name if not queue obj log error ' Queue{ 0 }doesnotexist ' format name return {}return conn get queue attributes queue obj,When did attributes set on an sqs queue ?,currently,None,1,1,1,1
q2380,codeqa,When,def test senn multiclass error y np linspace 0 1 20 sm SMOTEENN random state RND SEED assert warns User Warning sm fit X y y np array [0 ] * 3 + [1 ] * 2 + [2 ] * 15 sm SMOTEENN random state RND SEED assert warns User Warning sm fit X y,When is an error raised ?,when the target are not binary type,Error,1,1,1,1
q2383,codeqa,Where,def firebase get path response content get http request path method 'GET' return json loads content,Where did the code read the data ?,at the given path,JSON,1,1,1,1
q2386,codeqa,When,@task base Base Instructor Task def calculate may enroll csv entry id xmodule instance args action name ugettext noop 'generated' task fn partial upload may enroll csv xmodule instance args return run main task entry id task fn action name,When do information about invited students who have not enrolled in a given course compute ?,yet,run,1,1,1,1
q2388,codeqa,Where,def exec python rc *args **kwargs cmdargs kwargs wrap python args kwargs return exec command rc *cmdargs **kwargs,Where do python script run ?,in a subprocess,inside,1,1,1,1
q2390,codeqa,How,def move task by id task id dest **kwargs return move by idmap {task id dest} **kwargs,How d the code find a task ?,by i d,None,1,1,1,1
q2391,codeqa,How,def save to well known file credentials well known file None if well known file is None well known file get well known file config dir os path dirname well known file if not os path isdir config dir raise OS Error ' Configdirectorydoesnotexist %s' % config dir credentials data credentials serialization data save private file well known file credentials data,By how much did file know ?,well,None,1,1,1,1
q2394,codeqa,Where,def install memory dumper dump signal signal SIGPROF signal signal dump signal dump memory,Where does the code install a signal handler ?,on signal,None,1,1,1,1
q2395,codeqa,Where,def do striptags value if hasattr value ' html ' value value html return Markup text type value striptags,Where do adjacent whitespace replace ?,by one space,whitespace,1,1,1,1
q2397,codeqa,How,def flatten request root write result Deferred state flatten Tree request root write write Flattened Data state write result return result,How do a string representation of c{root } write using c{write } ?,incrementally,string,1,1,1,1
q2398,codeqa,When,def was modified since header None mtime 0 size 0 try if header is None raise Value Errormatches re match '^ [^ ]+ length [0 - 9 ]+ ?$' header re IGNORECASE header date parsedate tz matches group 1 if header date is None raise Value Errorheader mtime mktime tz header date header len matches group 3 if header len and int header len size raise Value Errorif mtime > header mtime raise Value Errorexcept Attribute Error Value Error Overflow Error return Truereturn False,When did something modify ?,since the user last downloaded it,TRUE,1,1,1,1
q2400,codeqa,For what purpose,@celery taskdef receive async message id fields from rapidsms router db models import Messagefrom rapidsms router import get routerdbm Message objects get pk message id router get router message router create message from dbm dbm fields try router process incoming message except Exception logger exception ' Exceptioninrouter process incoming' dbm transmissions update status 'E' updated now dbm set status if dbm status 'E' dbm transmissions update status 'R' updated now dbm set status,For what purpose do to blockingrouter pass ?,for processing,update,1,1,1,1
q2402,codeqa,When,def multicall conf context topic msg timeout connection pool LOG debug ' Makingsynchronouscallon%s ' topic msg id uuid uuid 4 hexmsg update {' msg id' msg id} LOG debug 'MSG I Dis%s' % msg id add unique id msg pack context msg context if not conf amqp rpc single reply queue conn Connection Context conf connection pool wait msg Multicall Waiter conf conn timeout conn declare direct consumer msg id wait msg conn topic send topic rpc common serialize msg msg timeout else with reply proxy create sem if not connection pool reply proxy connection pool reply proxy Reply Proxy conf connection pool msg update {' reply q' connection pool reply proxy get reply q } wait msg Multicall Proxy Waiter conf msg id timeout connection pool with Connection Context conf connection pool as conn conn topic send topic rpc common serialize msg msg timeout return wait msg,When does a call return ?,multiple times,return,1,1,1,1
q2403,codeqa,How,def Decode Control Tuples ldap Control Tuples return [known LDAP Controls get control Type LDAP Control control Type criticality encoded Control Value encoded Control Value for control Type criticality encoded Control Value in ldap Control Tuples or [] ],How did 3-tuples encode ?,readily,None,1,1,1,1
q2410,codeqa,When,def download daily bars instrument year csv File bars download csv instrument datetime date year 1 1 datetime date year 12 31 'd' f open csv File 'w' f write bars f close,When do daily bars download from yahoo ?,for a given year,daily,1,1,1,1
q2414,codeqa,How,def spherical in n z derivative False if derivative return spherical in d n z else return spherical in n z,How did the code modify the code ?,spherical bessel function,None,1,1,1,1
q2416,codeqa,When,def is Being Written filepath ctime max ek os path getctime filepath ek os path getmtime filepath if ctime > time time - 60 return Truereturn False,When has file been written ?,in last 60 seconds,TRUE,1,1,1,1
q2418,codeqa,How,def get Geometry Output By Arguments arguments element Node evaluate set Attributes By Arguments ['sides' 'radius'] arguments element Node return get Geometry Output None element Node,How does the code get vector3 vertexes from attribute dictionary ?,by arguments,None,1,1,1,1
q2419,codeqa,Where,"def health state consul url None state None **kwargs ret {}query params {}if not consul url consul url get config if not consul url log error ' No Consul UR Lfound ' ret['message'] ' No Consul UR Lfound 'ret['res'] Falsereturn retif not state raise Salt Invocation Error ' Requiredargument""state""ismissing ' if 'dc' in kwargs query params['dc'] kwargs['dc']if state not in 'any' 'unknown' 'passing' 'warning' 'critical' ret['message'] ' Statemustbeany unknown passing warning orcritical 'ret['res'] Falsereturn retfunction 'health/state/{ 0 }' format state ret query consul url consul url function function query params query params return ret",Where does the checks provide ?,on the path,State,1,1,1,1
q2423,codeqa,How,def sub pattern repl string count 0 flags 0 return compile pattern flags sub repl string count,How did the string obtain ?,by replacing the leftmost non - overlapping occurrences of the pattern in string by the replacement repl,string,1,1,1,1
q2424,codeqa,How,def permutation Filter perm return True,How did specific permutation combinations filter ?,selectively,None,1,1,1,1
q2434,codeqa,Where,@core helper@maintain deprecated 'h get facet titleisdeprecatedin 2 0andwillberemoved ' def get facet title name config title config get 'search facets %s title' % name if config title return config titlefacet titles {'organization' ' Organizations' 'groups' ' Groups' 'tags' ' Tags' 'res format' ' Formats' 'license' ' Licenses' }return facet titles get name name capitalize,Where did the code deprecate ?,in ckan 2,deprecated,1,1,1,1
q2435,codeqa,Where,def set enabled units units context Unit Context equivalencies get current unit registry equivalencies get current unit registry set enabled units units return context,Where did the units enable ?,in the unit registry,units,1,1,1,1
q2440,codeqa,Where,def all filters return Cell Filter Handler get all classes,Where did filter classes find ?,in this directory,Cell,1,1,1,1
q2443,codeqa,How,def ip src dst payload ip Header 'E\x 00 ' + H 20 + len payload + '\x 00 \x 01 \x 00 \x 00 @\x 11 ' + H 0 + socket inet pton socket AF INET native String src + socket inet pton socket AF INET native String dst checksum Step 1 sum struct unpack ' 10 H' ip Header carry checksum Step 1 >> 16 checksum Step 2 checksum Step 1 & 65535 + carry checksum Step 3 checksum Step 2 ^ 65535 ip Header ip Header[ 10 ] + struct pack ' H' checksum Step 3 + ip Header[ 12 ] return ip Header + payload,How do an ip datagram construct ?,with the given source,ip datagram,1,1,1,1
q2445,codeqa,How,def raise error routes iface option expected msg error msg routes iface option expected log error msg raise Attribute Error msg,How do an error raise ?,with a logical formatted message,Raises,1,1,1,1
q2447,codeqa,Where,def server enabled s name **connection args server server get s name **connection args return server is not None and server get state 'ENABLED',Where is a server enabled ?,globally,enabled,1,1,1,1
q2448,codeqa,How,@bdd then bdd parsers parse 'thejsononthepageshouldbe \n{text}' def check contents json quteproc text content quteproc get content strip expected json loads text actual json loads content assert actual expected,How does the code check the current pages content ?,as json,assert,1,1,1,1
q2450,codeqa,Where,"def file list load if 'env' in load salt utils warn until ' Oxygen' "" Parameter'env'hasbeendetectedintheargumentlist Thisparameterisnolongerusedandhasbeenreplacedby'saltenv'asof Salt 2016 11 0 Thiswarningwillberemovedin Salt Oxygen "" load pop 'env' ret []if 'saltenv' not in load return retsaltenv load['saltenv']metadata init if not metadata or saltenv not in metadata return retfor buckets in six itervalues find files metadata[saltenv] files [f for f in buckets if not fs is file ignored opts f ]ret + trim env off path files saltenv return ret",Where does the code return a list of all files on the file server ?,in a specified environment,files,1,1,1,1
q2452,codeqa,How,def bgsave host None port None db None password None server connect host port db password return server bgsave,How do the dataset save to disk cli example ?,asynchronously,None,1,1,1,1
q2457,codeqa,When,def raw key None if key ret pillar get key {} else ret pillar return ret,When is the minion loaded the raw pillar data into ?,currently,None,1,1,1,1
q2458,codeqa,Where,def raw key None if key ret pillar get key {} else ret pillar return ret,In which direction is the minion loaded the raw pillar data currently ?,into,None,1,1,1,1
q2463,codeqa,When,def time 2 netscape t None if t is None t time time year mon mday hour min sec wday time gmtime t [ 7]return '%s% 02 d-%s-% 04 d% 02 d %02 d %02 d GMT' % DAYS[wday] mday MONTHS[ mon - 1 ] year hour min sec,When do a string representing time in seconds return code ?,since epoch,Mon,1,1,1,1
q2465,codeqa,For what purpose,def hdmi boost custom default ' Yettobeimplemented'return '0 ',For what purpose does the users system test ?,to see which hdmi_boost figure should be used,Yettobeimplemented,1,1,1,1
q2472,codeqa,When,def get Integer From Character Length Line Offset character offset split Line step Length line From Character gcodec get String From Character Split Line character split Line if line From Character None return 0float Value float line From Character + offset / step Length return int round float Value,When does the code get the integer ?,after the first occurence of the character in the split line,integer,1,1,1,1
q2473,codeqa,How,def volume attached context volume id instance id mountpoint return IMPL volume attached context volume id instance id mountpoint,How is a volume set ?,as attached,return,1,1,1,1
q2477,codeqa,Where,def authenticate user if possible request user if request line uri startswith '/assets/' passelif ' Authorization' in request headers header request headers['authorization']if header startswith ' Basic' user get user via basic auth header if not user ANON turn off csrf request elif SESSION in request headers cookie token request headers cookie[SESSION] valueuser User from session token token return {'user' user},In which direction does this sign the user ?,in,None,1,1,1,1
q2478,codeqa,When,def uptime proxy if proxy return {'uptime' get grain proxy 'uptime' },When does the uptime return ?,in seconds,uptime,1,1,1,1
q2486,codeqa,For what purpose,def disable name **kwargs levels []if 'runlevels' in kwargs requested levels set kwargs['runlevels'] if isinstance kwargs['runlevels'] list else [kwargs['runlevels']] levels disable delta name requested levels if not levels return Truecmd enable disable cmd name 'delete' levels return not ret code cmd,For what purpose do the named service disable ?,to start at boot cli example,disable,1,1,1,1
q2488,codeqa,How,"def get network domain driver locator location if is uuid locator net id locatorelse name locatornetworks driver ex list network domains location location found networks [network for network in networks if network name name ]if not found networks raise Unknown Network Error "" Network'%s'couldnotbefound"" % name net id found networks[ 0 ] idreturn driver ex get network domain net id",How d the code get a network domain object ?,by its name or i d,it returns a network domain object,1,1,1,1
q2490,codeqa,For what purpose,def config dir return salt ['config option'] 'poudriere config dir',For what purpose do the configuration directory return ?,to use,config directory,1,1,1,1
q2491,codeqa,Where,def all filters return Host Filter Handler get all classes,Where did filter classes find ?,in this directory,Host,1,1,1,1
q2493,codeqa,How,def stop Listening global listenerlogging acquire Lock try if listener listener abort 1 listener Nonefinally logging release Lock,How was the listening server created ?,with a call to listen,None,1,1,1,1
q2494,codeqa,How,def disable if status csf return csf cmd '-x',How do csf disable ?,permanently,disable,1,1,1,1
q2496,codeqa,How,def sensitivity classify lambda document False documents [] return recall classify document average None,How does the percentage of positive cases classify as positive ?,correctly,FALSE,1,1,1,1
q2497,codeqa,Where,"def enqueue fn args None kwargs None title None queue DEFAULT QUEUE NAME if args is None args []if kwargs is None kwargs {}job get queue queue enqueue call func fn args args kwargs kwargs job meta[u'title'] titlejob save msg u' Addedbackgroundjob{}' format job id if title msg u'{} ""{}"" ' format msg title msg u'{}toqueue""{}""' format msg queue log info msg return job",Where be a job run ?,in the background,queue,1,1,1,1
q2500,codeqa,How,def random markov chain n k None sparse False random state None P random stochastic matrix n k sparse format 'csr' random state random state mc Markov Chain P return mc,How did markovchain instance sample ?,randomly,None,1,1,1,1
q2502,codeqa,When,def get sleep return {' Computer' get computer sleep ' Display' get display sleep ' Hard Disk' get harddisk sleep },Till when does the amount of idle time display ?,until the machine sleeps,None,1,1,1,1
q2503,codeqa,How,def random Str length 4 lowercase False alphabet None seed None choice random Wichmann Hill seed choice if seed is not None else random choice if alphabet ret Val '' join choice alphabet for in xrange 0 length elif lowercase ret Val '' join choice string ascii lowercase for in xrange 0 length else ret Val '' join choice string ascii letters for in xrange 0 length return ret Val,How does random string value return ?,with provided number of characters,alphabet,1,1,1,1
q2516,codeqa,How,"def is provider configured opts provider required keys if ' ' in provider alias driver provider split ' ' if alias not in opts['providers'] return Falseif driver not in opts['providers'][alias] return Falsefor key in required keys if opts['providers'][alias][driver] get key None is None log warning "" Therequired'{ 0 }'configurationsettingismissingfromthe'{ 1 }'driver whichisconfiguredunderthe'{ 2 }'alias "" format key provider alias return Falsereturn opts['providers'][alias][driver]for alias drivers in six iteritems opts['providers'] for driver provider details in six iteritems drivers if driver provider continueskip provider Falsefor key in required keys if provider details get key None is None log warning "" Therequired'{ 0 }'configurationsettingismissingfromthe'{ 1 }'driver whichisconfiguredunderthe'{ 2 }'alias "" format key provider alias skip provider Truebreakif skip provider continuereturn provider detailsreturn False",By how much do cloud provider configuration configure ?,fully,None,1,1,1,1
q2527,codeqa,Where,def center value arg return value center int arg,Where does the value center ?,in a field of a given width,center,1,1,1,1
q2532,codeqa,When,def console get all by instance context instance uuid columns to join None return IMPL console get all by instance context instance uuid columns to join,When do consoles get ?,for a given instance,When,1,1,1,1
q2533,codeqa,How,def emails with users and watches subject text template html template context vars users and watches from email settings TIDINGS FROM ADDRESS default locale settings WIKI DEFAULT LANGUAGE **extra kwargs @safe translationdef make mail locale user watch context vars['user'] usercontext vars['watch'] watch[ 0 ]context vars['watches'] watchmsg Email Multi Alternatives subject % context vars render email text template context vars from email [user email] **extra kwargs if html template msg attach alternative render email html template context vars 'text/html' return msgfor user watch in users and watches if hasattr user 'locale' locale user localeelse locale default locale yield make mail locale user watch,How do of emailmessages return ?,with user,Emails,1,1,1,1
q2536,codeqa,How,def close epochs event events params info params['info']exclude [info['ch names'] index x for x in info['bads'] if x startswith 'IC' ]params['ica'] exclude exclude,How does the code exclude the selected components ?,on close,It does not explain.,1,1,1,1
q2543,codeqa,How,def check output stdout subprocess PIPE *popenargs **kwargs try process subprocess Popen stdout stdout *popenargs **kwargs output unused err process communicate retcode process poll if retcode cmd kwargs get 'args' if cmd is None cmd popenargs[ 0 ]error subprocess Called Process Error retcode cmd error output outputraise errorreturn outputexcept Keyboard Interrupt process terminate raise,How does the code return its output ?,as a byte string,output,1,1,1,1
q2544,codeqa,How,def get metric name try return globals [name]except raise Value Error ' Invalidmetricfunction ',How do metric function return ?,by name,None,1,1,1,1
